tracking_number,package_type,carrier,weight_kg,length_cm,width_cm,height_cm,volume_cm3,origin_city,origin_state,origin_zip,destination_city,destination_state,destination_zip,current_status,estimated_delivery,actual_delivery,special_handling,insurance_value,signature_required,description
Fed480621555,Hazardous Materials,FedEx,4.1,79.29,41.18,63.72,208056.14,person person,Utah,61877,person person,Vermont,72648,PackageStatus.OUT_FOR_DELIVERY,2025-05-15 13:00:35,,True,,True,"Hazardous Materials package weighing 4.1kg, dimensions: 79.29x41.18x63.72cm, volume: 208056.14cm³"
UPS912075670,International,UPS,19.23,57.79,5.26,47.89,14557.38,personperson,Oregon,66637,personperson,California,57352,PackageStatus.DELIVERED,2025-05-02 06:07:15,,False,,False,"International package weighing 19.23kg, dimensions: 57.79x5.26x47.89cm, volume: 14557.38cm³"
USP161429708,Standard,USPS,48.34,11.22,99.19,39.3,43737.43,personperson,Washington,29162,personperson,Oklahoma,44914,PackageStatus.OUT_FOR_DELIVERY,2025-05-08 23:37:09,,False,1272.89,True,"Standard package weighing 48.34kg, dimensions: 11.22x99.19x39.3cm, volume: 43737.43cm³"
Ama847571328,International,Amazon Logistics,35.5,65.73,83.98,75.6,417312.41,personperson,Illinois,15036,person person,New Mexico,80147,PackageStatus.DELIVERED,2025-05-09 13:01:18,,False,,False,"International package weighing 35.5kg, dimensions: 65.73x83.98x75.6cm, volume: 417312.41cm³"
DHL650998107,Hazardous Materials,DHL,25.87,8.95,95.88,14.15,12142.48,personperson,Mississippi,04100,person person,West Virginia,50464,PackageStatus.DELIVERED,2025-05-02 06:11:36,,True,,True,"Hazardous Materials package weighing 25.87kg, dimensions: 8.95x95.88x14.15cm, volume: 12142.48cm³"
Ama322115668,International,Amazon Logistics,8.97,90.06,67.2,88.72,536936.28,personperson,Ohio,81663,personperson,Indiana,81552,PackageStatus.DELIVERED,2025-05-01 06:47:18,,False,,False,"International package weighing 8.97kg, dimensions: 90.06x67.2x88.72cm, volume: 536936.28cm³"
USP395923859,Hazardous Materials,USPS,35.31,76.38,86.37,86.52,570767.3,personperson,Oklahoma,40180,person personperson,Kentucky,38062,PackageStatus.IN_TRANSIT,2025-05-11 10:25:43,,True,,True,"Hazardous Materials package weighing 35.31kg, dimensions: 76.38x86.37x86.52cm, volume: 570767.3cm³"
Fed170083637,Refrigerated,FedEx,45.64,10.91,88.24,10.7,10300.87,person personperson,Wisconsin,39636,personperson,Oklahoma,48555,PackageStatus.DELIVERED,2025-05-13 02:56:50,,True,651.76,False,"Refrigerated package weighing 45.64kg, dimensions: 10.91x88.24x10.7cm, volume: 10300.87cm³"
DHL435372913,Fragile,DHL,48.49,83.58,39.12,47.95,156779.7,person personperson,Missouri,81289,person person,North Carolina,58595,PackageStatus.DELIVERED,2025-05-17 13:49:43,,True,,True,"Fragile package weighing 48.49kg, dimensions: 83.58x39.12x47.95cm, volume: 156779.7cm³"
Fed173673185,Fragile,FedEx,29.55,33.61,16.84,82.06,46445.34,personperson,North Dakota,34251,personperson,Pennsylvania,25523,PackageStatus.DELIVERED,2025-05-03 12:23:30,,True,,True,"Fragile package weighing 29.55kg, dimensions: 33.61x16.84x82.06cm, volume: 46445.34cm³"
DHL770392726,International,DHL,2.97,78.15,36.8,81.74,235077.7,personperson,Oregon,08329,personperson,Maryland,40613,PackageStatus.DELIVERED,2025-05-11 15:59:56,,False,2106.27,False,"International package weighing 2.97kg, dimensions: 78.15x36.8x81.74cm, volume: 235077.7cm³"
USP814100000,Hazardous Materials,USPS,47.81,22.2,56.68,52.52,66085.71,personperson,Delaware,82092,person person,New Mexico,26311,PackageStatus.DELIVERED,2025-05-08 11:13:52,,True,,False,"Hazardous Materials package weighing 47.81kg, dimensions: 22.2x56.68x52.52cm, volume: 66085.71cm³"
USP735282695,Hazardous Materials,USPS,20.19,41.84,49.75,30.74,63986.54,person personperson,Virginia,52225,person personperson,New Hampshire,11166,PackageStatus.DELIVERED,2025-05-12 07:17:31,,True,,False,"Hazardous Materials package weighing 20.19kg, dimensions: 41.84x49.75x30.74cm, volume: 63986.54cm³"
USP788094866,International,USPS,12.68,79.74,60.89,81.27,394595.81,personperson,Maryland,32783,personperson,Wyoming,37567,PackageStatus.DELIVERED,2025-05-14 03:33:44,,False,,True,"International package weighing 12.68kg, dimensions: 79.74x60.89x81.27cm, volume: 394595.81cm³"
DHL162976656,Hazardous Materials,DHL,41.84,56.01,27.67,25.21,39070.37,personperson,Alabama,80638,person person,Connecticut,24789,PackageStatus.DELIVERED,2025-05-02 16:24:14,,True,,False,"Hazardous Materials package weighing 41.84kg, dimensions: 56.01x27.67x25.21cm, volume: 39070.37cm³"
UPS327308189,Standard,UPS,5.33,12.62,15.25,60.14,11574.24,personperson,North Carolina,19427,personperson,South Dakota,61577,PackageStatus.DELIVERED,2025-05-16 21:15:36,,False,,True,"Standard package weighing 5.33kg, dimensions: 12.62x15.25x60.14cm, volume: 11574.24cm³"
UPS798461458,International,UPS,44.25,22.91,80.68,15.27,28224.74,personperson,Illinois,73196,personperson,Oregon,14497,PackageStatus.DELIVERED,2025-05-04 18:17:46,,False,,False,"International package weighing 44.25kg, dimensions: 22.91x80.68x15.27cm, volume: 28224.74cm³"
Ama105754562,Standard,Amazon Logistics,38.15,11.11,88.9,51.59,50954.36,person person,Oklahoma,58234,person person,Colorado,34046,PackageStatus.DELIVERED,2025-05-13 14:24:00,,False,,False,"Standard package weighing 38.15kg, dimensions: 11.11x88.9x51.59cm, volume: 50954.36cm³"
USP78480260,Refrigerated,USPS,25.4,33.4,63.39,13.76,29133.03,person person,Minnesota,93123,person personperson,New York,12241,PackageStatus.DELIVERED,2025-05-08 21:22:57,,True,,True,"Refrigerated package weighing 25.4kg, dimensions: 33.4x63.39x13.76cm, volume: 29133.03cm³"
Fed464283712,Standard,FedEx,49.77,42.1,62.21,63.88,167304.34,person personperson,Colorado,46818,person personperson,Maine,89689,PackageStatus.DELIVERED,2025-05-15 09:44:57,,False,,True,"Standard package weighing 49.77kg, dimensions: 42.1x62.21x63.88cm, volume: 167304.34cm³"
DHL578202577,Hazardous Materials,DHL,25.31,31.21,87.29,99.45,270933.71,personperson,Nevada,86293,personperson,Iowa,26427,PackageStatus.DELIVERED,2025-05-09 18:18:57,,True,,False,"Hazardous Materials package weighing 25.31kg, dimensions: 31.21x87.29x99.45cm, volume: 270933.71cm³"
UPS677329618,Refrigerated,UPS,24.51,12.33,92.8,78.28,89569.85,person personperson,Oklahoma,91877,person personperson,Rhode Island,35873,PackageStatus.IN_TRANSIT,2025-05-05 17:46:17,,True,,False,"Refrigerated package weighing 24.51kg, dimensions: 12.33x92.8x78.28cm, volume: 89569.85cm³"
UPS583035192,Hazardous Materials,UPS,26.87,47.87,59.48,9.56,27220.26,person personperson,Montana,66962,personperson,Washington,42459,PackageStatus.DELIVERED,2025-05-01 23:36:20,,True,,False,"Hazardous Materials package weighing 26.87kg, dimensions: 47.87x59.48x9.56cm, volume: 27220.26cm³"
UPS683995918,Standard,UPS,18.4,77.47,65.83,43.21,220364.52,personperson,North Carolina,97009,person person,Texas,10038,PackageStatus.OUT_FOR_DELIVERY,2025-05-11 07:13:08,,False,3608.21,False,"Standard package weighing 18.4kg, dimensions: 77.47x65.83x43.21cm, volume: 220364.52cm³"
USP164196552,Hazardous Materials,USPS,22.3,44.3,90.09,6.18,24664.3,personperson,Arizona,31001,person personperson,Colorado,65675,PackageStatus.DELIVERED,2025-05-06 16:47:03,,True,,False,"Hazardous Materials package weighing 22.3kg, dimensions: 44.3x90.09x6.18cm, volume: 24664.3cm³"
DHL126296887,Refrigerated,DHL,7.62,28.28,42.94,12.62,15325.01,personperson,Nebraska,77519,personperson,Connecticut,32693,PackageStatus.DELIVERED,2025-05-02 17:37:38,,True,,True,"Refrigerated package weighing 7.62kg, dimensions: 28.28x42.94x12.62cm, volume: 15325.01cm³"
Fed654079337,Express,FedEx,36.58,72.42,77.04,84.99,474179.34,person person,Kansas,39826,personperson,Tennessee,73731,PackageStatus.DELIVERED,2025-05-08 05:10:34,,False,,False,"Express package weighing 36.58kg, dimensions: 72.42x77.04x84.99cm, volume: 474179.34cm³"
USP895446546,Standard,USPS,37.83,48.96,16.37,5.14,4119.58,personperson,Ohio,06434,personperson,Maine,77861,PackageStatus.DELIVERED,2025-05-11 21:26:12,,False,,True,"Standard package weighing 37.83kg, dimensions: 48.96x16.37x5.14cm, volume: 4119.58cm³"
DHL949532062,International,DHL,14.85,64.16,56.42,43.88,158841.53,person personperson,South Dakota,16916,person personperson,Arkansas,38069,PackageStatus.DELIVERED,2025-05-01 11:33:30,,False,,False,"International package weighing 14.85kg, dimensions: 64.16x56.42x43.88cm, volume: 158841.53cm³"
DHL45688626,Priority,DHL,31.73,97.25,12.11,8.69,10234.19,personperson,North Carolina,70709,person person,Florida,05810,PackageStatus.OUT_FOR_DELIVERY,2025-05-10 02:33:47,,False,,False,"Priority package weighing 31.73kg, dimensions: 97.25x12.11x8.69cm, volume: 10234.19cm³"
Ama101464744,Express,Amazon Logistics,41.25,19.81,58.99,60.15,70290.8,person person,Georgia,39829,personperson,North Carolina,77290,PackageStatus.IN_TRANSIT,2025-05-07 04:46:32,,False,,False,"Express package weighing 41.25kg, dimensions: 19.81x58.99x60.15cm, volume: 70290.8cm³"
Ama788569154,Fragile,Amazon Logistics,38.37,84.79,79.61,55.19,372539.78,person person,West Virginia,81519,personperson,Indiana,58932,PackageStatus.OUT_FOR_DELIVERY,2025-05-02 22:05:32,,True,,False,"Fragile package weighing 38.37kg, dimensions: 84.79x79.61x55.19cm, volume: 372539.78cm³"
Ama814856072,Overnight,Amazon Logistics,44.45,51.72,51.88,77.5,207950.6,personperson,Colorado,29662,personperson,New Hampshire,21067,PackageStatus.PROCESSING,2025-05-06 18:29:27,,False,,False,"Overnight package weighing 44.45kg, dimensions: 51.72x51.88x77.5cm, volume: 207950.6cm³"
DHL314127593,Hazardous Materials,DHL,45.22,33.43,88.44,21.53,63654.5,person person,Virginia,27635,personperson,Florida,70572,PackageStatus.DELIVERED,2025-05-16 08:49:33,,True,,False,"Hazardous Materials package weighing 45.22kg, dimensions: 33.43x88.44x21.53cm, volume: 63654.5cm³"
USP101313673,Overnight,USPS,16.36,87.8,30.36,53.93,143756.24,person personperson,New York,14340,person personperson,New Jersey,80187,PackageStatus.PROCESSING,2025-05-05 16:37:56,,False,1921.42,False,"Overnight package weighing 16.36kg, dimensions: 87.8x30.36x53.93cm, volume: 143756.24cm³"
DHL526790403,Standard,DHL,15.05,86.86,51.86,10.21,45991.55,personperson,Arizona,10260,person person,Nebraska,95815,PackageStatus.RETURNED,2025-05-15 02:45:34,,False,4864.34,False,"Standard package weighing 15.05kg, dimensions: 86.86x51.86x10.21cm, volume: 45991.55cm³"
Fed606619047,Standard,FedEx,45.35,12.19,58.86,81.19,58254.1,personperson,Georgia,34994,personperson,Delaware,19990,PackageStatus.DELIVERED,2025-05-06 14:39:52,,False,3942.77,False,"Standard package weighing 45.35kg, dimensions: 12.19x58.86x81.19cm, volume: 58254.1cm³"
USP516556917,Hazardous Materials,USPS,24.56,24.45,18.39,92.88,41762.15,person personperson,Rhode Island,16426,personperson,West Virginia,31933,PackageStatus.DELIVERED,2025-05-15 12:39:37,,True,,False,"Hazardous Materials package weighing 24.56kg, dimensions: 24.45x18.39x92.88cm, volume: 41762.15cm³"
DHL970614817,Overnight,DHL,31.5,38.33,38.35,21.25,31236.55,personperson,Delaware,68832,personperson,Arkansas,30468,PackageStatus.IN_TRANSIT,2025-05-15 09:48:20,,False,3169.92,True,"Overnight package weighing 31.5kg, dimensions: 38.33x38.35x21.25cm, volume: 31236.55cm³"
USP828976432,Express,USPS,23.44,92.65,61.52,40.13,228734.1,person person,Mississippi,26003,person person,Kansas,96403,PackageStatus.IN_TRANSIT,2025-05-06 06:19:18,,False,3836.34,False,"Express package weighing 23.44kg, dimensions: 92.65x61.52x40.13cm, volume: 228734.1cm³"
UPS717189589,Express,UPS,28.04,43.72,90.25,42.17,166391.43,personperson,Rhode Island,34543,person personperson,New York,77261,PackageStatus.OUT_FOR_DELIVERY,2025-05-07 14:30:21,,False,2262.93,True,"Express package weighing 28.04kg, dimensions: 43.72x90.25x42.17cm, volume: 166391.43cm³"
USP597647107,International,USPS,35.49,38.15,41.14,29.4,46143.04,person personperson,Connecticut,97833,personperson,Minnesota,10730,PackageStatus.DELIVERED,2025-05-09 19:04:01,,False,,False,"International package weighing 35.49kg, dimensions: 38.15x41.14x29.4cm, volume: 46143.04cm³"
Ama771650946,Express,Amazon Logistics,26.68,23.77,87.78,99.06,206691.72,person person,California,44410,personperson,Georgia,31243,PackageStatus.IN_TRANSIT,2025-05-02 16:57:48,,False,2232.16,False,"Express package weighing 26.68kg, dimensions: 23.77x87.78x99.06cm, volume: 206691.72cm³"
Ama18603238,Express,Amazon Logistics,37.83,65.95,5.36,13.63,4818.1,personperson,Idaho,03207,personperson,Connecticut,13419,PackageStatus.DELIVERED,2025-05-11 13:16:31,,False,2107.08,False,"Express package weighing 37.83kg, dimensions: 65.95x5.36x13.63cm, volume: 4818.1cm³"
Fed371821949,Express,FedEx,10.45,96.96,16.79,62.16,101193.89,person person,Kentucky,20084,personperson,Alaska,80289,PackageStatus.IN_TRANSIT,2025-05-13 11:29:27,,False,,False,"Express package weighing 10.45kg, dimensions: 96.96x16.79x62.16cm, volume: 101193.89cm³"
Fed765587954,International,FedEx,19.73,7.13,82.7,60.76,35827.19,personperson,Maryland,68559,person personperson,New Mexico,72192,PackageStatus.DELIVERED,2025-05-02 15:50:14,,False,1570.62,True,"International package weighing 19.73kg, dimensions: 7.13x82.7x60.76cm, volume: 35827.19cm³"
Fed530764555,Fragile,FedEx,33.67,35.82,51.9,61.4,114146.16,personperson,South Carolina,28746,person person,Wisconsin,85214,PackageStatus.DELIVERED,2025-05-09 07:59:06,,True,,True,"Fragile package weighing 33.67kg, dimensions: 35.82x51.9x61.4cm, volume: 114146.16cm³"
USP628255476,Express,USPS,6.62,89.79,44.66,99.15,397593.62,person personperson,New Hampshire,10041,personperson,Mississippi,33119,PackageStatus.OUT_FOR_DELIVERY,2025-05-05 12:58:36,,False,,False,"Express package weighing 6.62kg, dimensions: 89.79x44.66x99.15cm, volume: 397593.62cm³"
UPS251578899,Standard,UPS,1.95,33.31,8.76,55.52,16200.49,person personperson,Rhode Island,86546,person person,Ohio,89578,PackageStatus.DELIVERED,2025-05-06 13:01:23,,False,,True,"Standard package weighing 1.95kg, dimensions: 33.31x8.76x55.52cm, volume: 16200.49cm³"
UPS710683367,International,UPS,15.64,13.95,50.94,18.85,13395.06,personperson,Tennessee,54176,person personperson,Arkansas,39129,PackageStatus.RETURNED,2025-05-11 20:34:35,,False,4662.06,False,"International package weighing 15.64kg, dimensions: 13.95x50.94x18.85cm, volume: 13395.06cm³"
Ama699243736,International,Amazon Logistics,30.77,39.0,95.84,72.43,270725.96,personperson,Tennessee,01208,personperson,Louisiana,03125,PackageStatus.DELIVERED,2025-05-09 22:59:50,,False,,True,"International package weighing 30.77kg, dimensions: 39.0x95.84x72.43cm, volume: 270725.96cm³"
Fed945261956,Overnight,FedEx,20.98,77.47,11.44,20.15,17858.07,personperson,Tennessee,15160,personperson,Michigan,87911,PackageStatus.IN_TRANSIT,2025-05-17 13:05:33,,False,2644.18,False,"Overnight package weighing 20.98kg, dimensions: 77.47x11.44x20.15cm, volume: 17858.07cm³"
USP489431951,Express,USPS,19.73,16.18,30.52,47.8,23604.29,personperson,Alabama,38396,person person,Ohio,55901,PackageStatus.DELIVERED,2025-05-12 17:51:17,,False,4470.48,True,"Express package weighing 19.73kg, dimensions: 16.18x30.52x47.8cm, volume: 23604.29cm³"
UPS727753346,Fragile,UPS,44.07,55.2,15.16,76.18,63749.86,personperson,Nebraska,64184,personperson,Kansas,38465,PackageStatus.RETURNED,2025-05-04 00:34:12,,True,,False,"Fragile package weighing 44.07kg, dimensions: 55.2x15.16x76.18cm, volume: 63749.86cm³"
USP899578695,Standard,USPS,23.34,77.31,21.36,92.5,152749.1,personperson,Mississippi,70989,personperson,New Hampshire,68019,PackageStatus.OUT_FOR_DELIVERY,2025-05-04 07:52:44,,False,4080.96,False,"Standard package weighing 23.34kg, dimensions: 77.31x21.36x92.5cm, volume: 152749.1cm³"
DHL782910821,Refrigerated,DHL,28.4,78.43,86.84,7.03,47880.35,person person,Wyoming,50489,personperson,New Hampshire,80302,PackageStatus.IN_TRANSIT,2025-05-08 19:14:39,,True,4306.81,True,"Refrigerated package weighing 28.4kg, dimensions: 78.43x86.84x7.03cm, volume: 47880.35cm³"
Fed752121139,Hazardous Materials,FedEx,1.17,5.89,13.86,48.08,3925.03,personperson,Alaska,99417,personperson,Vermont,93619,PackageStatus.DELIVERED,2025-05-07 18:24:53,,True,,True,"Hazardous Materials package weighing 1.17kg, dimensions: 5.89x13.86x48.08cm, volume: 3925.03cm³"
Ama555679915,Hazardous Materials,Amazon Logistics,2.64,5.26,35.72,10.18,1912.69,person person,West Virginia,32922,person person,Virginia,45466,PackageStatus.DELIVERED,2025-05-03 08:49:25,,True,,True,"Hazardous Materials package weighing 2.64kg, dimensions: 5.26x35.72x10.18cm, volume: 1912.69cm³"
Ama910184634,Overnight,Amazon Logistics,9.07,62.95,51.62,85.71,278512.85,person person,Connecticut,13798,person person,Utah,17423,PackageStatus.PROCESSING,2025-05-15 13:57:41,,False,4552.5,False,"Overnight package weighing 9.07kg, dimensions: 62.95x51.62x85.71cm, volume: 278512.85cm³"
UPS8647809,Standard,UPS,2.93,41.79,53.34,56.85,126723.12,person personperson,California,45890,personperson,Rhode Island,15696,PackageStatus.DELIVERED,2025-05-08 19:01:57,,False,,True,"Standard package weighing 2.93kg, dimensions: 41.79x53.34x56.85cm, volume: 126723.12cm³"
Ama468014244,Refrigerated,Amazon Logistics,42.08,40.99,69.04,66.6,188474.64,person personperson,Colorado,74670,personperson,Kansas,66721,PackageStatus.IN_TRANSIT,2025-05-15 03:31:51,,True,3090.69,False,"Refrigerated package weighing 42.08kg, dimensions: 40.99x69.04x66.6cm, volume: 188474.64cm³"
USP42609015,Refrigerated,USPS,7.4,70.82,56.25,11.16,44457.25,person person,Wyoming,47212,person person,Idaho,46594,PackageStatus.OUT_FOR_DELIVERY,2025-05-16 23:35:42,,True,,False,"Refrigerated package weighing 7.4kg, dimensions: 70.82x56.25x11.16cm, volume: 44457.25cm³"
UPS309336286,International,UPS,49.19,65.93,46.13,77.97,237134.13,personperson,Tennessee,54254,personperson,South Dakota,50977,PackageStatus.DELIVERED,2025-05-10 14:55:47,,False,,True,"International package weighing 49.19kg, dimensions: 65.93x46.13x77.97cm, volume: 237134.13cm³"
DHL225315534,Priority,DHL,4.26,22.41,12.56,11.93,3357.93,personperson,Iowa,62150,person person,Connecticut,84133,PackageStatus.OUT_FOR_DELIVERY,2025-05-11 14:05:08,,False,,False,"Priority package weighing 4.26kg, dimensions: 22.41x12.56x11.93cm, volume: 3357.93cm³"
Ama139248890,Refrigerated,Amazon Logistics,45.19,22.65,14.34,97.4,31635.62,personperson,Oregon,08940,person person,Washington,29099,PackageStatus.IN_TRANSIT,2025-05-11 02:13:10,,True,,False,"Refrigerated package weighing 45.19kg, dimensions: 22.65x14.34x97.4cm, volume: 31635.62cm³"
Fed772120024,Refrigerated,FedEx,21.49,51.2,45.69,99.22,232108.12,person personperson,Kentucky,02783,personperson,New Mexico,55517,PackageStatus.OUT_FOR_DELIVERY,2025-05-01 03:49:13,,True,,False,"Refrigerated package weighing 21.49kg, dimensions: 51.2x45.69x99.22cm, volume: 232108.12cm³"
Ama825524223,Fragile,Amazon Logistics,23.01,77.92,90.47,37.96,267596.07,person personperson,Virginia,52500,person personperson,Arkansas,19199,PackageStatus.OUT_FOR_DELIVERY,2025-05-11 08:32:54,,True,2244.87,False,"Fragile package weighing 23.01kg, dimensions: 77.92x90.47x37.96cm, volume: 267596.07cm³"
USP797523699,Express,USPS,33.41,8.3,89.35,39.79,29508.46,personperson,Wyoming,37900,person personperson,Wyoming,64919,PackageStatus.IN_TRANSIT,2025-05-14 05:06:43,,False,,False,"Express package weighing 33.41kg, dimensions: 8.3x89.35x39.79cm, volume: 29508.46cm³"
USP365879781,Priority,USPS,37.1,17.62,24.98,54.81,24124.49,personperson,South Carolina,05182,person person,Alaska,22004,PackageStatus.OUT_FOR_DELIVERY,2025-05-16 14:54:16,,False,,False,"Priority package weighing 37.1kg, dimensions: 17.62x24.98x54.81cm, volume: 24124.49cm³"
